,fips,buyer_county,County,county,state,buyer_state,year,mme,deaths,population,policy_state,post,relative_year,mme_per_1000,overdose_per_100k
17500,26161,WASHTENAW,,,,MI,2016,329657077.932494,,,0,1,6,,
17501,26161,WASHTENAW,,,,MI,2017,301376982.06695294,,,0,1,7,,
17502,26161,WASHTENAW,,,,MI,2018,300275153.27813,,,0,1,8,,
17503,26161,WASHTENAW,,,,MI,2019,290789996.102005,,,0,1,9,,
17504,26163,WAYNE,"Wayne County, MI",WAYNE COUNTY,MICHIGAN,MI,2006,1130773044.7013905,295,1932490,0,0,-4,585137.8504941245,15.265279509855162
17505,26163,WAYNE,"Wayne County, MI",WAYNE COUNTY,MICHIGAN,MI,2007,1356035756.2945497,251,1900992,0,0,-3,713330.5959701828,13.203632629700703
17506,26163,WAYNE,"Wayne County, MI",WAYNE COUNTY,MICHIGAN,MI,2008,1601754302.6590953,222,1865058,0,0,-2,858822.7833445906,11.903115077386333
17507,26163,WAYNE,"Wayne County, MI",WAYNE COUNTY,MICHIGAN,MI,2009,1715897126.0856287,271,1837536,0,0,-1,933803.2702954548,14.748010379116383
17508,26163,WAYNE,"Wayne County, MI",WAYNE COUNTY,MICHIGAN,MI,2010,1960699215.8645625,239,1814847,0,1,0,1080366.1222486317,13.169154204183602
17509,26163,WAYNE,"Wayne County, MI",WAYNE COUNTY,MICHIGAN,MI,2011,2177861391.9441476,245,1803003,0,1,1,1207907.8026737324,13.588441061939443
17510,26163,WAYNE,"Wayne County, MI",WAYNE COUNTY,MICHIGAN,MI,2012,2163175794.0591645,266,1795797,0,1,2,1204577.0173684245,14.81236464923374
17511,26163,WAYNE,"Wayne County, MI",WAYNE COUNTY,MICHIGAN,MI,2013,2134533007.975806,357,1780131,0,1,3,1199087.5997192375,20.054703839211836
17512,26163,WAYNE,"Wayne County, MI",WAYNE COUNTY,MICHIGAN,MI,2014,2227449079.8451486,424,1771626,0,1,4,1257290.8050825335,23.932816519965275
17513,26163,WAYNE,"Wayne County, MI",WAYNE COUNTY,MICHIGAN,MI,2015,2234844966.258473,539,1764866,0,1,5,1266297.2521757872,30.540562286315218
17514,26163,WAYNE,,,,MI,2016,2135336032.662176,,,0,1,6,,
17515,26163,WAYNE,,,,MI,2017,2000211084.1491728,,,0,1,7,,
17516,26163,WAYNE,,,,MI,2018,1743403413.1781278,,,0,1,8,,
17517,26163,WAYNE,,,,MI,2019,1583888238.7932856,,,0,1,9,,
17784,27037,DAKOTA,,DAKOTA COUNTY,MINNESOTA,MN,2006,110291221.35160649,,386228,0,0,-4,285559.880049107,
17785,27037,DAKOTA,,DAKOTA COUNTY,MINNESOTA,MN,2007,124979501.10016349,,390767,0,0,-3,319831.25775759853,
17786,27037,DAKOTA,"Dakota County, MN",DAKOTA COUNTY,MINNESOTA,MN,2008,156106300.38133124,13,393900,0,0,-2,396309.4703765708,3.3003300330033003
17787,27037,DAKOTA,"Dakota County, MN",DAKOTA COUNTY,MINNESOTA,MN,2009,147237569.6470365,12,396906,0,0,-1,370963.3254398686,3.023385889858052
17788,27037,DAKOTA,"Dakota County, MN",DAKOTA COUNTY,MINNESOTA,MN,2010,161385259.8758345,18,399214,0,1,0,404257.5157079523,4.508859909722605
17789,27037,DAKOTA,"Dakota County, MN",DAKOTA COUNTY,MINNESOTA,MN,2011,178891749.3651565,29,401804,0,1,1,445221.4247871014,7.217449303640581
17790,27037,DAKOTA,"Dakota County, MN",DAKOTA COUNTY,MINNESOTA,MN,2012,189316125.055657,21,404669,0,1,2,467829.5719604344,5.189426420111252
17791,27037,DAKOTA,"Dakota County, MN",DAKOTA COUNTY,MINNESOTA,MN,2013,189929259.91592652,25,407974,0,1,3,465542.55887857196,6.127841480094319
17792,27037,DAKOTA,"Dakota County, MN",DAKOTA COUNTY,MINNESOTA,MN,2014,203249553.99933797,18,411821,0,1,4,493538.58593742904,4.370831016388188
17793,27037,DAKOTA,"Dakota County, MN",DAKOTA COUNTY,MINNESOTA,MN,2015,202447230.048453,29,414245,0,1,5,488713.75646888436,7.000687998648144
17794,27037,DAKOTA,,,,MN,2016,192116696.764729,,,0,1,6,,
17795,27037,DAKOTA,,,,MN,2017,189181625.89452597,,,0,1,7,,
17796,27037,DAKOTA,,,,MN,2018,174767785.28127497,,,0,1,8,,
17797,27037,DAKOTA,,,,MN,2019,165868150.45984098,,,0,1,9,,
17896,27053,HENNEPIN,"Hennepin County, MN",HENNEPIN COUNTY,MINNESOTA,MN,2006,548729245.3844848,61,1119507,0,0,-4,490152.5808989892,5.448827028325861
17897,27053,HENNEPIN,"Hennepin County, MN",HENNEPIN COUNTY,MINNESOTA,MN,2007,585113927.6312549,80,1126585,0,0,-3,519369.53503841686,7.101106441147361
17898,27053,HENNEPIN,"Hennepin County, MN",HENNEPIN COUNTY,MINNESOTA,MN,2008,652786293.069608,78,1135173,0,0,-2,575054.4569590784,6.871199367849658
17899,27053,HENNEPIN,"Hennepin County, MN",HENNEPIN COUNTY,MINNESOTA,MN,2009,682809348.8595283,78,1146721,0,0,-1,595445.0549519267,6.802003277170297
17900,27053,HENNEPIN,"Hennepin County, MN",HENNEPIN COUNTY,MINNESOTA,MN,2010,711494959.276773,74,1154323,0,1,0,616374.23777987,6.410684011320921
17901,27053,HENNEPIN,"Hennepin County, MN",HENNEPIN COUNTY,MINNESOTA,MN,2011,743562939.0519361,94,1169581,0,1,1,635751.5546609736,8.03706626561136
17902,27053,HENNEPIN,"Hennepin County, MN",HENNEPIN COUNTY,MINNESOTA,MN,2012,748939259.4515026,103,1184545,0,1,2,632259.0188228413,8.695321832433551
17903,27053,HENNEPIN,"Hennepin County, MN",HENNEPIN COUNTY,MINNESOTA,MN,2013,730470045.6354635,109,1198531,0,1,3,609471.1322739782,9.094466476044424
17904,27053,HENNEPIN,"Hennepin County, MN",HENNEPIN COUNTY,MINNESOTA,MN,2014,734562656.777154,111,1211635,0,1,4,606257.3768314336,9.161174776232116
17905,27053,HENNEPIN,"Hennepin County, MN",HENNEPIN COUNTY,MINNESOTA,MN,2015,718744983.1649059,115,1222868,0,1,5,587753.5295427683,9.404122112934513
17906,27053,HENNEPIN,,,,MN,2016,686493808.233066,,,0,1,6,,
17907,27053,HENNEPIN,,,,MN,2017,664340077.7756739,,,0,1,7,,
17908,27053,HENNEPIN,,,,MN,2018,633859346.6169009,,,0,1,8,,
17909,27053,HENNEPIN,,,,MN,2019,626701760.856563,,,0,1,9,,
18386,27123,RAMSEY,"Ramsey County, MN",RAMSEY COUNTY,MINNESOTA,MN,2006,188364901.45189252,28,497158,0,0,-4,378883.37601304316,5.6320123582442605
18387,27123,RAMSEY,"Ramsey County, MN",RAMSEY COUNTY,MINNESOTA,MN,2007,205284941.9967765,43,499605,0,0,-3,410894.49064115953,8.606799371503488
18388,27123,RAMSEY,"Ramsey County, MN",RAMSEY COUNTY,MINNESOTA,MN,2008,223460494.5628155,38,502890,0,0,-2,444352.6309189196,7.556324444709579
18389,27123,RAMSEY,"Ramsey County, MN",RAMSEY COUNTY,MINNESOTA,MN,2009,249203766.94362774,34,506590,0,0,-1,491923.97588509,6.711541878047337
18390,27123,RAMSEY,"Ramsey County, MN",RAMSEY COUNTY,MINNESOTA,MN,2010,265416789.8235575,40,509364,0,1,0,521074.88912360807,7.8529303209492625
18391,27123,RAMSEY,"Ramsey County, MN",RAMSEY COUNTY,MINNESOTA,MN,2011,290709251.773055,49,515856,0,1,1,563547.291827671,9.498774851896654
18392,27123,RAMSEY,"Ramsey County, MN",RAMSEY COUNTY,MINNESOTA,MN,2012,298795174.50681347,59,521091,0,1,2,573403.0610906992,11.322398582973031
18393,27123,RAMSEY,"Ramsey County, MN",RAMSEY COUNTY,MINNESOTA,MN,2013,298788629.5322625,54,527261,0,1,3,566680.6942524908,10.241607097813038
18394,27123,RAMSEY,"Ramsey County, MN",RAMSEY COUNTY,MINNESOTA,MN,2014,309431285.543969,47,532966,0,1,4,580583.5373062615,8.818573792699722
18395,27123,RAMSEY,"Ramsey County, MN",RAMSEY COUNTY,MINNESOTA,MN,2015,316952952.32241493,76,536838,0,1,5,590407.0731252537,14.156971004288073
18396,27123,RAMSEY,,,,MN,2016,311072361.00633997,,,0,1,6,,
18397,27123,RAMSEY,,,,MN,2017,300268549.94747597,,,0,1,7,,
18398,27123,RAMSEY,,,,MN,2018,284457059.874684,,,0,1,8,,
18399,27123,RAMSEY,,,,MN,2019,276496755.6486185,,,0,1,9,,
20536,29095,JACKSON,"Jackson County, MO",JACKSON COUNTY,MISSOURI,MO,2006,392180479.9449002,72,660539,0,0,-4,593727.9705587409,10.900189088002373
20537,29095,JACKSON,"Jackson County, MO",JACKSON COUNTY,MISSOURI,MO,2007,427300727.08341825,74,662995,0,0,-3,644500.6781098172,11.161471805971386
20538,29095,JACKSON,"Jackson County, MO",JACKSON COUNTY,MISSOURI,MO,2008,472818402.642526,67,665427,0,0,-2,710548.8695867856,10.068722790028058
20539,29095,JACKSON,"Jackson County, MO",JACKSON COUNTY,MISSOURI,MO,2009,502308814.98087597,83,670763,0,0,-1,748861.8408899656,12.373968152685821
20540,29095,JACKSON,"Jackson County, MO",JACKSON COUNTY,MISSOURI,MO,2010,526738170.75744575,98,674854,0,1,0,780521.669512881,14.521659499684377
20541,29095,JACKSON,"Jackson County, MO",JACKSON COUNTY,MISSOURI,MO,2011,544194699.4496025,72,675644,0,1,1,805445.914489883,10.656499576700156
20542,29095,JACKSON,"Jackson County, MO",JACKSON COUNTY,MISSOURI,MO,2012,556147035.906867,87,677570,0,1,2,820796.4282758491,12.840001771034727
20543,29095,JACKSON,"Jackson County, MO",JACKSON COUNTY,MISSOURI,MO,2013,542528631.641319,105,680063,0,1,3,797762.3126700306,15.439746023530175
20544,29095,JACKSON,"Jackson County, MO",JACKSON COUNTY,MISSOURI,MO,2014,549970668.4190099,94,683334,0,1,4,804834.3393113908,13.756084140405717
20545,29095,JACKSON,"Jackson County, MO",JACKSON COUNTY,MISSOURI,MO,2015,551464757.604988,109,687182,0,1,5,802501.7500530981,15.861882296102051
20546,29095,JACKSON,,,,MO,2016,535749967.70625997,,,0,1,6,,
20547,29095,JACKSON,,,,MO,2017,476064135.778108,,,0,1,7,,
20548,29095,JACKSON,,,,MO,2018,430568215.30640894,,,0,1,8,,
20549,29095,JACKSON,,,,MO,2019,412334922.17104644,,,0,1,9,,
21132,29183,SAINT CHARLES,"St. Charles County, MO",ST. CHARLES COUNTY,MISSOURI,MO,2006,131036220.40741849,34,337952,0,0,-4,387736.1885931093,10.06060032193921
21133,29183,SAINT CHARLES,"St. Charles County, MO",ST. CHARLES COUNTY,MISSOURI,MO,2007,152289433.36938825,24,345395,0,0,-3,440913.8330589275,6.948566134425802
21134,29183,SAINT CHARLES,"St. Charles County, MO",ST. CHARLES COUNTY,MISSOURI,MO,2008,176145288.08249375,25,351179,0,0,-2,501582.63473184255,7.1188766982080365
21135,29183,SAINT CHARLES,"St. Charles County, MO",ST. CHARLES COUNTY,MISSOURI,MO,2009,192943773.470631,26,356902,0,0,-1,540607.1511805229,7.284912945290303
21136,29183,SAINT CHARLES,"St. Charles County, MO",ST. CHARLES COUNTY,MISSOURI,MO,2010,214458498.28915724,43,361808,0,1,0,592741.1729125868,11.884756555963385
21137,29183,SAINT CHARLES,"St. Charles County, MO",ST. CHARLES COUNTY,MISSOURI,MO,2011,232457494.15027598,49,365614,0,1,1,635800.308933126,13.402112610567428
21138,29183,SAINT CHARLES,"St. Charles County, MO",ST. CHARLES COUNTY,MISSOURI,MO,2012,255349552.5082735,37,369175,0,1,2,691676.1766324196,10.022347125347057
21139,29183,SAINT CHARLES,"St. Charles County, MO",ST. CHARLES COUNTY,MISSOURI,MO,2013,257783666.66433424,43,374378,0,1,3,688565.2112686489,11.485717643664959
21140,29183,SAINT CHARLES,"St. Charles County, MO",ST. CHARLES COUNTY,MISSOURI,MO,2014,262413335.448163,54,379956,0,1,4,690641.378075785,14.212171935697816
21141,29183,SAINT CHARLES,"St. Charles County, MO",ST. CHARLES COUNTY,MISSOURI,MO,2015,272164712.067212,51,385108,0,1,5,706723.0804533066,13.243038316524197
21142,29183,SAINT CHARLES,,,,MO,2016,272358197.59896,,,0,1,6,,
21143,29183,SAINT CHARLES,,,,MO,2017,246651444.33238497,,,0,1,7,,
21144,29183,SAINT CHARLES,,,,MO,2018,224296259.74895498,,,0,1,8,,
21145,29183,SAINT CHARLES,,,,MO,2019,205337247.02045497,,,0,1,9,,
21174,29189,SAINT LOUIS,"St. Louis County, MO",ST. LOUIS COUNTY,MISSOURI,MO,2006,555500330.6513163,86,1002050,0,0,-4,554363.8846877065,8.582406067561498
21175,29189,SAINT LOUIS,"St. Louis County, MO",ST. LOUIS COUNTY,MISSOURI,MO,2007,540513010.4047567,63,999389,0,0,-3,540843.4657623374,6.303851653360202
21176,29189,SAINT LOUIS,"St. Louis County, MO",ST. LOUIS COUNTY,MISSOURI,MO,2008,588947854.079439,91,998331,0,0,-2,589932.4513407267,9.11521329098265
21177,29189,SAINT LOUIS,"St. Louis County, MO",ST. LOUIS COUNTY,MISSOURI,MO,2009,653442045.4299397,97,998618,0,0,-1,654346.3520885261,9.713423951901529
21178,29189,SAINT LOUIS,"St. Louis County, MO",ST. LOUIS COUNTY,MISSOURI,MO,2010,723560037.5547652,124,998846,0,1,0,724395.9905278343,12.41432613235674
21179,29189,SAINT LOUIS,"St. Louis County, MO",ST. LOUIS COUNTY,MISSOURI,MO,2011,784333167.0578275,133,1000147,0,1,1,784217.8870284343,13.298045187357458
21180,29189,SAINT LOUIS,"St. Louis County, MO",ST. LOUIS COUNTY,MISSOURI,MO,2012,842937772.0755094,120,1000975,0,1,2,842116.7082849316,11.988311396388522
21181,29189,SAINT LOUIS,"St. Louis County, MO",ST. LOUIS COUNTY,MISSOURI,MO,2013,824628891.4912779,146,1000746,0,1,3,824014.1769152991,14.589116519076768
21182,29189,SAINT LOUIS,"St. Louis County, MO",ST. LOUIS COUNTY,MISSOURI,MO,2014,835230253.7024596,161,1000903,0,1,4,834476.721223195,16.085474816240936
21183,29189,SAINT LOUIS,"St. Louis County, MO",ST. LOUIS COUNTY,MISSOURI,MO,2015,858493091.2849059,142,1001585,0,1,5,857134.5330500216,14.177528617141832
21184,29189,SAINT LOUIS,,,,MO,2016,828910124.4776409,,,0,1,6,,
21185,29189,SAINT LOUIS,,,,MO,2017,751584007.6474539,,,0,1,7,,
21186,29189,SAINT LOUIS,,,,MO,2018,655787869.7490699,,,0,1,8,,
21187,29189,SAINT LOUIS,,,,MO,2019,569567987.1561675,,,0,1,9,,
22468,31055,DOUGLAS,"Douglas County, NE",DOUGLAS COUNTY,NEBRASKA,NE,2006,265988018.8445385,21,493757,0,0,-4,538702.2742858096,4.253104259787709
22469,31055,DOUGLAS,"Douglas County, NE",DOUGLAS COUNTY,NEBRASKA,NE,2007,265403663.57755926,21,498743,0,0,-3,532145.1400371719,4.210585411725076
22470,31055,DOUGLAS,"Douglas County, NE",DOUGLAS COUNTY,NEBRASKA,NE,2008,281596855.96772623,30,504547,0,0,-2,558118.1851596109,5.94592773319433
22471,31055,DOUGLAS,"Douglas County, NE",DOUGLAS COUNTY,NEBRASKA,NE,2009,297289763.2857545,36,511902,0,0,-1,580755.2290980589,7.032596082843981
22472,31055,DOUGLAS,"Douglas County, NE",DOUGLAS COUNTY,NEBRASKA,NE,2010,310185524.5634955,35,518599,0,1,0,598122.1031345906,6.748952466163645
22473,31055,DOUGLAS,"Douglas County, NE",DOUGLAS COUNTY,NEBRASKA,NE,2011,326412284.056493,46,524264,0,1,1,622610.5245763451,8.774205362183938
22474,31055,DOUGLAS,"Douglas County, NE",DOUGLAS COUNTY,NEBRASKA,NE,2012,336337764.44755876,52,530899,0,1,2,633524.9538001743,9.794706714459812
22475,31055,DOUGLAS,"Douglas County, NE",DOUGLAS COUNTY,NEBRASKA,NE,2013,326421300.7060855,27,536923,0,1,3,607948.0683563295,5.028654015566477
22476,31055,DOUGLAS,"Douglas County, NE",DOUGLAS COUNTY,NEBRASKA,NE,2014,333802836.7971775,36,543236,0,1,4,614471.1263560911,6.626954031028871
22477,31055,DOUGLAS,"Douglas County, NE",DOUGLAS COUNTY,NEBRASKA,NE,2015,339150182.28800994,42,549313,0,1,5,617407.8936562759,7.645914078130319
22478,31055,DOUGLAS,,,,NE,2016,342368121.29609895,,,0,1,6,,
22479,31055,DOUGLAS,,,,NE,2017,319349787.693727,,,0,1,7,,
22480,31055,DOUGLAS,,,,NE,2018,277445541.25628245,,,0,1,8,,
22481,31055,DOUGLAS,,,,NE,2019,249301158.265728,,,0,1,9,,
23212,32003,CLARK,"Clark County, NV",CLARK COUNTY,NEVADA,NV,2006,1950328539.9406028,285,1803774,0,0,-4,1081248.83712738,15.80020556899035
23213,32003,CLARK,"Clark County, NV",CLARK COUNTY,NEVADA,NV,2007,2217952830.263134,306,1867817,0,0,-3,1187457.24568474,16.382761266226833
23214,32003,CLARK,"Clark County, NV",CLARK COUNTY,NEVADA,NV,2008,2253075869.940333,289,1912349,0,0,-2,1178171.907920747,15.112304291737543
23215,32003,CLARK,"Clark County, NV",CLARK COUNTY,NEVADA,NV,2009,2341319656.821918,329,1939407,0,0,-1,1207234.8180768236,16.963948258410948
23216,32003,CLARK,"Clark County, NV",CLARK COUNTY,NEVADA,NV,2010,2529224444.1674156,320,1952640,0,1,0,1295284.5604757743,16.38806948541462
23217,32003,CLARK,"Clark County, NV",CLARK COUNTY,NEVADA,NV,2011,2690058851.0332026,379,1962162,0,1,1,1370966.7453722998,19.31542859356159
23218,32003,CLARK,"Clark County, NV",CLARK COUNTY,NEVADA,NV,2012,2671664662.935559,348,1989644,0,1,2,1342785.2736145556,17.490566151532636
23219,32003,CLARK,"Clark County, NV",CLARK COUNTY,NEVADA,NV,2013,2330846623.4357824,351,2017798,0,1,3,1155143.6880380407,17.395200114183876
23220,32003,CLARK,"Clark County, NV",CLARK COUNTY,NEVADA,NV,2014,2297121746.303917,331,2053929,0,1,4,1118403.6771981488,16.115454818545334
23221,32003,CLARK,"Clark County, NV",CLARK COUNTY,NEVADA,NV,2015,2171001277.5811157,371,2097832,0,1,5,1034878.5210546487,17.684924245602126
23222,32003,CLARK,,,,NV,2016,2134079642.0631528,,,0,1,6,,
23223,32003,CLARK,,,,NV,2017,1939092750.251286,,,0,1,7,,
23224,32003,CLARK,,,,NV,2018,1624907101.918738,,,0,1,8,,
23225,32003,CLARK,,,,NV,2019,1520231064.1971805,,,0,1,9,,
23352,32031,WASHOE,"Washoe County, NV",WASHOE COUNTY,NEVADA,NV,2006,322359712.8355396,36,400453,0,0,-4,804987.633593804,8.989819029948583
23353,32031,WASHOE,"Washoe County, NV",WASHOE COUNTY,NEVADA,NV,2007,353104815.55576545,63,408724,0,0,-3,863919.9448913337,15.413824487918497
23354,32031,WASHOE,"Washoe County, NV",WASHOE COUNTY,NEVADA,NV,2008,386804101.11992097,78,414793,0,0,-2,932523.2130723541,18.80456034696825
23355,32031,WASHOE,"Washoe County, NV",WASHOE COUNTY,NEVADA,NV,2009,424191682.1326303,70,417722,0,0,-1,1015488.0090888924,16.75755646099559
23356,32031,WASHOE,"Washoe County, NV",WASHOE COUNTY,NEVADA,NV,2010,452845063.64370596,86,421969,0,1,0,1073171.4027421589,20.38064407574964
23357,32031,WASHOE,"Washoe County, NV",WASHOE COUNTY,NEVADA,NV,2011,474570638.58853894,94,424066,0,1,1,1119096.175096657,22.16636089665288
23358,32031,WASHOE,"Washoe County, NV",WASHOE COUNTY,NEVADA,NV,2012,492437228.021201,83,427490,0,1,2,1151926.8942459496,19.415658845820957
23359,32031,WASHOE,"Washoe County, NV",WASHOE COUNTY,NEVADA,NV,2013,490387964.0020635,94,431255,0,1,3,1137118.3267488228,21.796848732188614
23360,32031,WASHOE,"Washoe County, NV",WASHOE COUNTY,NEVADA,NV,2014,493613710.9345535,69,436515,0,1,4,1130805.8392828505,15.807016940998592
23361,32031,WASHOE,"Washoe County, NV",WASHOE COUNTY,NEVADA,NV,2015,496269659.39697695,70,442617,0,1,5,1121216.897220344,15.815027439072606
23362,32031,WASHOE,,,,NV,2016,454375631.72573495,,,0,1,6,,
23363,32031,WASHOE,,,,NV,2017,385708799.746843,,,0,1,7,,
23364,32031,WASHOE,,,,NV,2018,334999983.667416,,,0,1,8,,
23365,32031,WASHOE,,,,NV,2019,305344577.4213345,,,0,1,9,,
23464,33011,HILLSBOROUGH,"Hillsborough County, NH",HILLSBOROUGH COUNTY,NEW HAMPSHIRE,NH,2006,261769444.58188924,36,398169,0,0,-4,657433.0110628633,9.041386948757939
23465,33011,HILLSBOROUGH,"Hillsborough County, NH",HILLSBOROUGH COUNTY,NEW HAMPSHIRE,NH,2007,303474514.05077195,43,398843,0,0,-3,760887.1512118101,10.781184576387199
23466,33011,HILLSBOROUGH,"Hillsborough County, NH",HILLSBOROUGH COUNTY,NEW HAMPSHIRE,NH,2008,292138115.420284,29,399556,0,0,-2,731156.8726793841,7.258056442651344
23467,33011,HILLSBOROUGH,"Hillsborough County, NH",HILLSBOROUGH COUNTY,NEW HAMPSHIRE,NH,2009,348791820.73590446,42,400148,0,0,-1,871657.038735429,10.49611643691834
23468,33011,HILLSBOROUGH,"Hillsborough County, NH",HILLSBOROUGH COUNTY,NEW HAMPSHIRE,NH,2010,376461254.6625495,44,401064,0,1,0,938656.3108694609,10.970817625117188
23469,33011,HILLSBOROUGH,"Hillsborough County, NH",HILLSBOROUGH COUNTY,NEW HAMPSHIRE,NH,2011,389704119.5727085,56,402832,0,1,1,967411.0288475307,13.901576836001112
23470,33011,HILLSBOROUGH,"Hillsborough County, NH",HILLSBOROUGH COUNTY,NEW HAMPSHIRE,NH,2012,417312897.5323795,50,404439,0,1,2,1031831.4938281904,12.362803784996007
23471,33011,HILLSBOROUGH,"Hillsborough County, NH",HILLSBOROUGH COUNTY,NEW HAMPSHIRE,NH,2013,415044018.6737005,57,405417,0,1,3,1023745.9669271405,14.05959789550019
23472,33011,HILLSBOROUGH,"Hillsborough County, NH",HILLSBOROUGH COUNTY,NEW HAMPSHIRE,NH,2014,417824861.451386,97,407455,0,1,4,1025450.3232292794,23.80630989925268
23473,33011,HILLSBOROUGH,"Hillsborough County, NH",HILLSBOROUGH COUNTY,NEW HAMPSHIRE,NH,2015,433551775.06762296,152,409229,0,1,5,1059435.6095673156,37.14301772357287
23474,33011,HILLSBOROUGH,,,,NH,2016,421640534.75186104,,,0,1,6,,
23475,33011,HILLSBOROUGH,,,,NH,2017,419273998.00281996,,,0,1,7,,
23476,33011,HILLSBOROUGH,,,,NH,2018,412958867.78248394,,,0,1,8,,
23477,33011,HILLSBOROUGH,,,,NH,2019,444915108.4204344,,,0,1,9,,
23548,34003,BERGEN,"Bergen County, NJ",BERGEN COUNTY,NEW JERSEY,NJ,2006,488936141.69677496,32,889406,0,0,-4,549733.3520313277,3.597906917650657
23549,34003,BERGEN,"Bergen County, NJ",BERGEN COUNTY,NEW JERSEY,NJ,2007,548849962.8551577,43,890817,0,0,-3,616119.7674215442,4.827029569485091
23550,34003,BERGEN,"Bergen County, NJ",BERGEN COUNTY,NEW JERSEY,NJ,2008,536187322.2268502,49,895328,0,0,-2,598872.5050784184,5.472854640980736
23551,34003,BERGEN,,BERGEN COUNTY,NEW JERSEY,NJ,2009,597556346.6797135,,900319,0,0,-1,663716.2457747904,
23552,34003,BERGEN,"Bergen County, NJ",BERGEN COUNTY,NEW JERSEY,NJ,2010,666579722.3380564,38,906293,0,1,0,735501.3470677325,4.192904502186379
23553,34003,BERGEN,"Bergen County, NJ",BERGEN COUNTY,NEW JERSEY,NJ,2011,750134082.556756,57,912024,0,1,1,822493.7968263511,6.249835530643931
23554,34003,BERGEN,"Bergen County, NJ",BERGEN COUNTY,NEW JERSEY,NJ,2012,729982035.969971,66,916299,0,1,2,796663.5737570061,7.202889013302427
23555,34003,BERGEN,"Bergen County, NJ",BERGEN COUNTY,NEW JERSEY,NJ,2013,702325075.9037545,84,920021,0,1,3,763379.3966700265,9.13022637526752
23556,34003,BERGEN,"Bergen County, NJ",BERGEN COUNTY,NEW JERSEY,NJ,2014,693897713.8760935,79,923475,0,1,4,751398.4827700733,8.554644143046644
23557,34003,BERGEN,"Bergen County, NJ",BERGEN COUNTY,NEW JERSEY,NJ,2015,717150559.8178129,82,926481,0,1,5,774058.5719705131,8.850694185849468
23558,34003,BERGEN,,,,NJ,2016,782496321.178446,,,0,1,6,,
23559,34003,BERGEN,,,,NJ,2017,708882196.537768,,,0,1,7,,
23560,34003,BERGEN,,,,NJ,2018,614227259.9840834,,,0,1,8,,
23561,34003,BERGEN,,,,NJ,2019,555077558.7350614,,,0,1,9,,
23562,34005,BURLINGTON,"Burlington County, NJ",BURLINGTON COUNTY,NEW JERSEY,NJ,2006,355181155.7649925,44,448373,0,0,-4,792155.5396176676,9.813258157828415
23563,34005,BURLINGTON,"Burlington County, NJ",BURLINGTON COUNTY,NEW JERSEY,NJ,2007,401046405.2476355,27,447560,0,0,-3,896072.9404943147,6.032710698006971
23564,34005,BURLINGTON,"Burlington County, NJ",BURLINGTON COUNTY,NEW JERSEY,NJ,2008,452788770.2513795,34,446831,0,0,-2,1013333.38611551,7.609140816102733
23565,34005,BURLINGTON,"Burlington County, NJ",BURLINGTON COUNTY,NEW JERSEY,NJ,2009,507511265.33429545,29,447391,0,0,-1,1134379.6932309668,6.482025789521917
23566,34005,BURLINGTON,"Burlington County, NJ",BURLINGTON COUNTY,NEW JERSEY,NJ,2010,567538703.8044205,46,449125,0,1,0,1263654.2250028844,10.24213748956304
23567,34005,BURLINGTON,"Burlington County, NJ",BURLINGTON COUNTY,NEW JERSEY,NJ,2011,606125185.7724315,49,450250,0,1,1,1346196.9700664775,10.88284286507496
23568,34005,BURLINGTON,"Burlington County, NJ",BURLINGTON COUNTY,NEW JERSEY,NJ,2012,624381148.9649085,69,450667,0,1,2,1385460.104611406,15.310639563136418
23569,34005,BURLINGTON,"Burlington County, NJ",BURLINGTON COUNTY,NEW JERSEY,NJ,2013,648499290.4841695,71,448992,0,1,3,1444344.8669111466,15.813199344309028
23570,34005,BURLINGTON,"Burlington County, NJ",BURLINGTON COUNTY,NEW JERSEY,NJ,2014,648605705.5460235,62,449806,0,1,4,1441967.6606048462,13.78372009266217
23571,34005,BURLINGTON,"Burlington County, NJ",BURLINGTON COUNTY,NEW JERSEY,NJ,2015,663845360.797272,82,447906,0,1,5,1482108.6585070796,18.30741271606096
23572,34005,BURLINGTON,,,,NJ,2016,667295248.905722,,,0,1,6,,
23573,34005,BURLINGTON,,,,NJ,2017,575208504.738647,,,0,1,7,,
23574,34005,BURLINGTON,,,,NJ,2018,483818784.810615,,,0,1,8,,
23575,34005,BURLINGTON,,,,NJ,2019,459833098.056308,,,0,1,9,,
23576,34007,CAMDEN,"Camden County, NJ",CAMDEN COUNTY,NEW JERSEY,NJ,2006,657410657.7949308,136,513195,0,0,-4,1281015.3212617636,26.50064790186966
23577,34007,CAMDEN,"Camden County, NJ",CAMDEN COUNTY,NEW JERSEY,NJ,2007,771060260.7723821,97,513546,0,0,-3,1501443.4165048157,18.888278752049477
23578,34007,CAMDEN,"Camden County, NJ",CAMDEN COUNTY,NEW JERSEY,NJ,2008,766056482.1703212,78,513853,0,0,-2,1490808.620695649,15.179438477541241
23579,34007,CAMDEN,"Camden County, NJ",CAMDEN COUNTY,NEW JERSEY,NJ,2009,831774411.7807373,62,513668,0,0,-1,1619284.074111561,12.070053030362024
23580,34007,CAMDEN,"Camden County, NJ",CAMDEN COUNTY,NEW JERSEY,NJ,2010,895724468.9975644,85,513283,0,1,0,1745088.9061152707,16.560065305104594
